 Pressure Point;$0.13
 Propeller Pioneer;$0.13
 Prophetic Prism;$0.12
 Quicksmith Genius;$0.12
 Rashmi, Eternities Crafter;$2.45
 Reckless Fireweaver;$0.11
 Refurbish;$0.19
 Renegade Firebrand;$0.22
 Renegade Freighter;$0.12
 Renegade Tactics;$0.12
 Restoration Gearsmith;$0.11
 Revoke Privileges;$0.12
 Revolutionary Rebuff;$0.14
 Riparian Tiger;$0.13
 Ruinous Gremlin;$0.12
 Rush of Vitality;$0.11
 Sage of Shaila's Claim;$0.11
 Saheeli Rai;$7.58
 Saheeli's Artistry;$0.26
 Salivating Gremlins;$0.10
 Scrapheap Scrounger;$2.99
 Select for Inspection;$0.11
 Self-Assembler;$0.11
 Sequestered Stash;$0.12
 Servant of the Conduit;$0.62
 Servo Exhibition;$0.17
 Shrewd Negotiation;$0.10
 Sky Skiff;$0.12
 Skyship Stalker;$0.26
 Skysovereign, Consul Flagship;$7.99
 Skyswirl Harrier;$0.14
 Skywhaler's Shot;$0.19
 Smuggler's Copter;$15.91
 Snare Thopter;$0.12
 Spark of Creativity;$0.13
 Speedway Fanatic;$0.19
 Spirebluff Canal;$9.35
 Spireside Infiltrator;$0.12
 Spontaneous Artist;$0.12
 Start Your Engines;$0.11
 Stone Quarry;$0.25
 Subtle Strike;$0.11
 Syndicate Trafficker;$0.33
 Take Down;$0.10
 Tasseled Dromedary;$0.13
 Terrain Elemental;$0.32
 Territorial Gorger;$0.23
 Terror of the Fairgrounds;$0.14
 Tezzeret's Ambition;$0.14
 Thriving Grubs;$0.12
 Thriving Ibex;$0.13
 Thriving Rats;$0.12
 Thriving Rhino;$0.10
 Thriving Turtle;$0.11
 Tidy Conclusion;$0.11
 Toolcraft Exemplar;$2.14
 Torch Gauntlet;$0.14
 Torrential Gearhulk;$20.20
 Trusty Companion;$0.15
 Underhanded Designs;$0.12
 Unlicensed Disintegration;$0.59
 Vedalken Blademaster;$0.14
 Verdant Crescendo;$1.02
 Verdurous Gearhulk;$14.00
 Veteran Motorist;$0.34
 Visionary Augmenter;$0.13
 Voltaic Brawler;$0.64
 Wayward Giant;$0.14
 Weaponcraft Enthusiast;$0.12
 Weldfast Monitor;$0.14
 Weldfast Wingsmith;$0.14
 Welding Sparks;$0.10
 Whirler Virtuoso;$0.13
 Whirlermaker;$0.12
 Wild Wanderer;$0.12
 Wildest Dreams;$0.28
 Wily Bandar;$0.14
 Wind Drake;$0.14
 Wispweaver Angel;$0.15
 Woodland Stream;$0.20
 Woodweaver's Puzzleknot;$0.14
 Workshop Assistant;$0.10
