 Talrand, Sky Summoner;$1.04
 Thragtusk;$4.27
 Thundermaw Hellkite;$7.59
 Timberpack Wolf;$0.15
 Titanic Growth;$0.15
 Torch Fiend;$0.16
 Tormented Soul;$0.16
 Tormod's Crypt;$0.22
 Touch of the Eternal;$0.33
 Trading Post;$0.32
 Tricks of the Trade;$0.15
 Trumpet Blast;$0.15
 Turn to Slag;$0.15
 Unsummon;$0.15
 Vampire Nighthawk;$0.89
 Vampire Nocturnus;$5.20
 Vastwood Gorger;$0.15
 Vedalken Entrancer;$0.14
 Veilborn Ghoul;$0.16
 Vile Rebirth;$0.14
 Void Stalker;$0.27
 Volcanic Geyser;$0.16
 Volcanic Strength;$0.15
 Walking Corpse;$0.14
 Wall of Fire;$0.15
 War Falcon;$0.14
 War Priest of Thune;$0.19
 Warclamp Mastiff;$0.14
 Watercourser;$0.14
 Welkin Tern;$0.15
 Wild Guess;$0.15
 Wind Drake;$0.15
 Wit's End;$0.37
 Worldfire;$1.41
 Xathrid Gorgon;$0.39
 Yeva's Forcemage;$0.14
 Yeva, Nature's Herald;$0.72
 Zombie Goliath;$0.15
